0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
-296.065,-71.7255,,1203.763571,460.2983333,1858.524286,-1756.149,,,,-476.1913889,750.0314286,629.3832143,,1874.498125,-862.5175,,,-122.45625,649.0151389,,,-98.912,,832.8011667,-120.5571429,-1128.961071,-777.0535714,-136.3822727,-1115.9075,,,-1320.097083,,-385.6051786,,419.0384444,,-507.450125,201.6355556,-487.0409286,,-859.80875,,-592.9146428,168.730873,-1426.58625,564.6099206,,,276.8,,,-1148.990182,-302.4418939,380.7225,90.35757143,,134.4577273,-642.8222222,303.641875,,-512.4425,350.1766667,-1430.721786,
-988.781746,-715.4755129,,438.0457142,-1153.778857,659.0853332,-706.0354167,-167.0263889,,-136.1928571,376.383125,-1100.938056,-2801.147778,980.111875,-1152.482917,-1249.040833,-396.7734722,104.5441666,58.4504286,795.6683333,-2330.270953,747.0685417,153.9983334,482.1291667,,,427.0083637,-247.4520833,-622.9595834,-1365.0325,,-1245.310833,-330.8225,,192.6198214,,,548.537375,,,-213.5879464,-1141.1345,-495.6673333,-271.81,-737.4723334,,-1344.471667,,-1601.351905,-746.0183333,-859.7474107,569.383375,-663.561,321.6025,-302.7810714,-1012.684,-394.43125,-77.20357143,,,171.32225,-845.3941667,-1637.820455,-463.43325,-247.215625,379.4185714
1273.956333,1065.684571,536.4625,-665.9188636,-841.2465,-391.14,1395.42525,,-1758.4815,,-508.2326667,,-400.1525,94.97725,-707.526125,,,-351.158,,76.28892857,,,-305.6371429,-1409.141833,498.1070833,811.0881667,858.8926136,-851.0597222,,-963.284875,,,1801.388571,,321.7508333,292.33375,,1082.5315,-1893.1045,613.5161667,,-702.1654762,-1257.939048,,-54.44020833,,-482.8458333,-1219.8375,,-328.2498214,904.58,,-614.3763333,,,-588.945,230.0565,-2647.097083,,-139.9904167,-317.6443333,-1418.266667,,709.2553333,-2518.185875,401.2528571
1258.521667,-1406.131429,163.6454166,29.50436508,,-691.3145454,,,169.034,105.3734091,3.269142864,,511.5722222,,-270.5056667,-1305.087667,,-1109.614429,690.4232857,-1074.676,,-122.6022917,817.2396032,,,,478.4708928,325.6878846,,-179.0928572,-346.2361667,-942.7095,,-1311.6525,-211.4341667,-434.9080001,-2756.253333,131.5082386,-1093.932321,417.8335,-2315.241667,-990.263,-317.2254167,-1167.613333,,53.450875,111.6289583,-1034.8905,-249.3865,-247.16,1131.569167,,1590.67875,-461.0004546,,,-1211.175714,-711.2055555,-1648.702333,-901.2152083,-17.07777775,-87.70628571,-187.046875,-2203.71,477.2394318,-197.3456251
1875.486714,,-1258.159167,-382.7091667,852.8716667,,-647.3738889,548.7314286,1267.896125,-223.4825556,492.1953846,,382.4761111,,-100.0468571,-566.4707143,520.8664773,,-308.4478571,133.6045238,,1372.474286,,,,,159.656875,-374.791875,-648.1455,,,,-553.2516666,-1148.104167,701.2612857,,-1559.588615,624.8621429,,,,-766.065,-1149.149375,,818.7325714,-444.20875,-21.76575,,,,,-2446.594762,-1349.153636,-214.7048333,,-2259.095,,,-472.0319445,,,,573.2985417,-659.75,-550.444375,
-806.6875,,-228.462625,,1205.04,,,1353.602909,-165.9231818,642.5509524,,-584.5851786,-3.529166664,397.8019697,-493.904,-1265.675,,102.0454762,,-336.99,-247.4394444,472.991,2925.709821,308.84825,-830.4845238,-658.4222222,-1243.935,,683.55,-742.3083333,-2152.753929,2073.163889,1654.985833,514.4473333,,-1628.941667,911.7385714,,530.557,-2771.795571,-482.145,-383.3652778,971.102381,,-101.4138333,,-235.2729167,,,141.372,,-631.348,,,-2619.737589,318.906,-509.660625,158.235625,-1396.543333,,-466.8920833,-959.791,-925.8817857,266.766,-2514.3125,-117.0848611
1008.899273,-467.1954167,480.1132857,,-1001.358393,,-1133.388077,1077.878,-501.4898864,,-760.898,-1594.402083,,260.2992857,2890.2505,1248.1105,-133.4970635,,-605.251948,-2945.872143,518.8083333,-403.7275,,975.7553968,-476.9379167,-125.8541667,,876.0059524,-1660.68,-1758.870714,-31.444,-258.05125,-1857.495758,285.8454167,,,,-152.68,425.6844445,-417.5138333,253.7456666,-844.775,-1250.11775,-1551.207857,-741.765,1648.881042,263.38,-1843.591944,1294.507857,-1826.608,-482.2183333,,-17.8212987,,,-1072.357708,,34.30791668,777.459,-932.7916667,-1644.46625,-115.3121429,-140.8995833,683.3508333,474.4157143,-459.6392857
365.7896592,736.8144444,488.4616667,1228.858,345.8741667,151.6078571,,995.9807144,-517.7824997,,265.6635714,-811.2786364,2644.539071,-1636.181778,-179.7469643,,1027.691538,761.4317361,,-203.0751667,210.2585714,-1619.2375,,,-1481.880625,398.4187778,307.1466667,-648.05875,-1064.033958,-120.4289586,348.12575,-805.8664584,-1933.837361,,1177.369886,124.5713095,795.984,,-46.05708333,871.85375,87.98,-589.6735715,-806.5608333,-468.9766667,529.724375,-757.9915,205.2914583,,-395.18975,,-2060.072143,-1647.425,-120.9736667,591.445873,,203.775,,177.1333333,-1768.678,719.6919444,,-1246.849167,537.218,-1047.06,-220.2059722,-501.2492857
-55.11083334,426.704625,,-427.52375,,-1299.972917,2418.039,-1347.605,-58.25344444,,-264.8198333,871.34,,,-826.96125,-203.6252273,-130.6538095,209.2916667,,,463.8305,-897.190119,-489.7566667,,-927.71325,-922.909375,,,368.0368571,-1600.06025,,,-1243.2775,-774.0517273,,270.2797222,-240.2939583,,541.559375,,,822.5125,753.9525556,,,244.5029861,,360.9771212,-586.4743334,221.6823611,-2136.662,397.4197917,-198.555,-1648.9325,253.0129167,-200.646,-381.6635,-591.6733333,,,,-70.68333333,-1949.446,,-1753.899,
681.1492857,-296.6245,216.57375,,-1242.878125,175.9838095,-161.6567857,,185.977125,,428.6158333,,-901.0682143,,,-106.8952083,936.5933333,,132.0033333,283.1426515,-261.5033333,951.54125,-868.683,,,-166.2265001,,-912.1593749,,,-14.36119048,,,,,1289.684,,,-453.4061111,-210.7813095,282.77,,1225.908889,,-3114.806875,,-1344.493333,542.9491111,44.69020835,-1234.720238,,,,654.58,253.58625,-1459.153,,,-42.9045,,,-6262.4085,,69.05569445,79.28787504,
317.5883333,,25.57625,,,379.6327778,552.2138333,,-39.16979166,18.37042846,,1282.393444,,-256.65775,,1156.588125,-1396.857222,,-75.5432143,,,,-558.6505,,,-196.9735714,,-763.9377143,,856.5031818,334.4592308,355.1887143,268.6225834,-919.0463333,,498.6585,-699.45575,-622.2935714,-3972.276667,-385.424375,,352.8045455,,,-252.53675,-1334.5965,-1907.097714,1201.141071,-1985.316667,-146.95375,277.341,-404.0910001,-1346.01619,,394.1074107,1254.262125,-685.749,,,741.853,,-2390.063571,-1818.80369,-763.4,,
,1415.535,-223.31625,949.6002084,190.0408929,,-443.5845455,,144.3958333,1410.851667,-258.9167857,-402.168125,-106.6098701,-816.6773333,-179.8853334,1067.386429,,-345.6714286,,1165.784909,,583.1783333,-3566.571111,,-389.065,1626.773095,,318.7295,279.8366667,-335.996875,,260.6021428,605.3876786,,-1196.066071,,925.7992857,-348.1213889,1195.082,-198.6022857,259.860625,-1186.789333,-7.426,,,-591.7948864,975.9223016,360.14025,,,-925.8720833,,-359.5095238,133.5537499,549.633125,-368.8445,585.3066667,-224.94,-393.8780556,-200.0915,1045.9535,1670.245417,-1517.975,-2321.184732,998.391875,-2004.269125
,1112.752667,,,,217.009,,,-495.8547917,,,,462.5304167,-988.3717778,-205.872375,,,,60.17000001,-698.70125,,,,,,,,,201.2704444,,341.2935,1575.591349,-822.2880556,,,1155.407708,,-1337.053333,,,-2513.982619,1053.983125,-559.5881667,487.6595833,,-428.91625,,,,,,-366.2824286,-1061.341875,-91.68583333,,793.9833334,,,,,-1821.96369,983.2095,-643.8503333,-1851.926667,-633.1205,
1874.953571,,-1225.411,1709.935,,156.9625,-559.4329166,,833.0237179,69.41416666,558.6,,,,-15.33500001,798.0859821,310.5973334,-251.8675,1675.810556,-888.235625,-833.5783333,298.536,,,424.9114583,1217.1005,,1201.0955,-1311.583429,,1284.041667,134.8935417,-2073.386667,,,,1.748250001,229.4566667,,132.9133333,726.3585715,,-1978.881667,513.184375,-1374.558333,-944.975,-295.1438889,415.40325,,148.504697,,23.97458332,,,,,,,391.2419091,-446.1705,-193.0108334,-1514.624432,-748.7246429,-1343.351667,,
,1074.5095,983.6538333,486.5436111,906.9345833,741.981875,-505.0285,-2306.699722,-602.0736923,814.35,,528.9436364,-35.46566667,60.43763889,-539.5554545,-436.3285,-177.8655,,,,-1008.89625,-110.3911667,285.0891667,891.915,,448.261875,,,226.5521429,,-1532.431944,-2151.113556,205.3692361,-45.39378571,501.4452778,-1045.962143,331.6415178,-1465.133636,144.7044445,842.3256944,,,,-1049.497917,,45.1777381,-1303.2705,-1488.693333,-283.087,133.9797778,-745.9896666,,,29.624375,,-560.5716667,-160.9263887,,46.318125,-1331.532222,,298.0585417,-796.5520833,-384.923,-180.7449107,
-390.8088333,,-1107.077727,,,,,,-959.4828572,-223.7368181,,-1079.749,,100.3675,,,,,-1367.912083,,-569.9194999,,,,,,,,,,41.57916669,,765.584125,,,,,,,,,,,,,,-2046.374444,,,,,1972.057083,,,,,-418.1036667,-147.614,,,768.26625,,,,-3462.28125,
