-0.066,0.734,0.286,0,0.428,0.556,0,0.058,0.09,0.666,0.428,0.556,0.384,0.286,0.25,-0.076,0.556,0.2,0.666,0.666,-0.166,-0.09,1,-0.334,-0.5,-0.5,-0.09,-0.556,-0.294,-0.272,-0.166,-0.142,0.272,0.076,0.286,0.286,0.376,0.466,0.5,-0.25,0.2,-0.692,0.412,0,0.778,-0.384,-0.286,-0.5,0.066,0,-0.4,-0.142,-0.176,0.2,-0.428,-0.052,-0.076,-0.556,-0.818,-0.5,-0.334,0.2,0,0.09,0,0
,0.538,0,0.066,-0.09,0.53,0,0.8,-0.334,0.124,0.142,0.334,-0.376,0.286,0.2,0.2,0.286,0.23,0.142,-0.124,0.412,0.058,0.692,0.376,0.334,0.2,0.076,0.4,0.076,0.23,-0.066,-0.428,-0.294,0.166,0.076,0.834,0.286,0.466,0.2,0.076,0.142,-0.23,0.286,-0.5,-0.334,,-0.334,0.066,,0.714,-0.334,0.23,0.334,-0.23,,0.6,-0.142,0,-0.2,-0.376,0.286,,0.572,,0.2,-0.166
1,0.8,0.412,0.384,0.166,1,1,,0.23,0.428,0.5,0.2,0.888,0.25,0.166,,0.888,0.818,0.2,,0.5,0.684,0.454,-0.166,0.648,0.2,0.4,,0.572,0.076,0.556,0.25,0.866,-0.09,0.272,,0.272,-0.428,-0.384,-0.076,,0.4,1,0.286,,0.272,0.076,-0.2,0.636,-0.376,0.272,-0.09,0.112,,0,-0.166,0.058,0.538,,,0.334,,-0.142,,-0.286,0.334
0.714,0.648,0.058,0.454,-0.384,0.6,0.538,0.334,-0.142,0.166,-0.714,0.368,0.23,0.888,0.09,-0.142,0.166,0.112,0.334,0.5,0.076,0.25,0,0.286,0.23,0.538,0.6,-0.272,0.556,0.5,0.624,0.272,0.066,0.334,-0.066,0.09,0.334,0.572,-0.334,-0.4,-0.09,-0.272,0.53,0.23,-0.666,-0.23,-0.066,-0.5,0.112,-0.09,0,0.286,-0.5,0.058,0.076,0.466,-0.556,-0.2,0.2,0.066,-0.636,-0.538,0.09,0.142,0.428,0
0.454,0.334,0.25,0.428,0.572,0.076,0.714,0.334,0.412,0.066,0.4,0.334,0.112,0.334,0.25,0.294,0.334,-0.334,0.334,0.2,0,1,0.286,0.384,0.09,-0.23,0.5,-0.2,-0.4,-0.2,0.124,0.066,0.112,0.384,0.112,0,-0.222,0.066,0.4,0.066,0.428,0.124,-0.076,0.112,-0.384,0.272,0.09,0.09,0,0.5,0.4,-0.09,0.124,0.066,0.376,0,-0.384,-0.5,0.376,0.272,-0.778,-0.166,-0.23,-0.2,0.334,0.25
0.142,0.384,0.454,-0.066,-0.2,0.666,0.076,0.2,,0.142,,0.166,0.124,-0.076,0.334,,-0.2,-0.066,0.334,-0.066,0.286,-0.334,,0.166,-0.466,-0.286,0.142,-0.23,0.124,-0.112,,0.166,0.4,0.166,,,0.538,,0.142,0.376,,,-0.076,0.2,0,0.222,0.572,0.4,0.076,0.334,0.2,0.778,,-0.25,0,0.858,,-0.066,-0.112,-0.124,0.334,0.272,0.142,0.4,0.384,0
0.066,0.334,0.334,0.286,0.23,-0.142,0.09,0.334,0.076,-0.25,-0.112,0.2,0.466,-0.066,0.058,0,0,0.334,0.334,0.124,0,0.09,-0.538,0.09,0.4,0.538,0.23,-0.09,1,0.166,-0.066,0.076,-0.25,0.376,0.75,-0.428,0.076,0.538,-0.692,0.466,-0.166,0.25,-0.4,0.428,0.334,-0.076,0.25,1,0.4,0.286,0.066,-0.264,0,0.428,1,-0.334,0.142,-0.334,-0.556,-0.23,0.176,0.076,0.112,0.112,-0.6,-0.09
0.334,0.466,0.818,0.142,0.076,0.23,0,0.166,0.818,0.624,0,0.428,0.5,0.124,0.166,0.428,0.272,0.556,0.714,0.714,0.714,0.334,0.066,0.166,-0.176,0.158,0.714,0.572,0.636,0.142,0.376,0.818,0.2,0.176,-0.2,0.058,0.692,0.09,0.124,0.066,0.5,-0.23,0.858,-0.25,0,0.142,0.052,0.412,0.25,-0.23,-0.23,0.666,0.112,0.834,0.692,0.334,0.454,0,0.538,0.124,0.334,-0.066,0.142,-0.334,0.142,0.166
0.286,0.158,0.334,0.734,0.286,,0.2,-0.09,0.538,0.23,-0.142,,-0.25,0.334,0.286,0.2,0.166,0.166,0.466,-0.334,0.166,0.428,,0.334,0.5,0.124,1,0,-0.158,0,0,0.538,0.142,-0.428,0.428,-0.384,0.272,,0.5,0.636,-0.466,0.066,0.334,0.142,0.556,0.166,-0.112,-0.286,0.066,-0.334,0.466,0.4,,0.2,0.076,0.058,0.2,,0.444,-0.124,0,0.066,0.466,-0.5,0.334,0.734
0.5,0.2,0.714,-0.09,0,0.076,-0.2,0.076,-0.076,0.142,-0.09,0.142,0,-0.166,0.166,0.334,0.334,0,-0.5,-0.066,-0.09,0.142,0.23,0.454,-0.112,-0.556,0.166,-0.376,-0.294,0.666,-0.334,-0.166,-0.286,0,0.4,-0.058,0.142,0.5,0,0.286,-0.166,-0.2,0,0.466,-0.624,0.5,0.066,0.076,-0.376,-0.166,0.778,0.23,-0.09,0.23,0,-0.124,0.176,0.474,0.066,-0.2,-0.166,0.334,0.25,0.124,0.2,-0.112
0,0.384,0.066,-0.124,0.624,0.25,0.124,0.692,0.5,0,0.624,0.334,0.294,0,0.066,0.076,0.052,0.112,0.124,-0.142,-0.142,,0.5,0.222,0.23,0.334,0.466,0.444,0.25,0.666,0.09,-0.286,-0.142,0,0.23,-0.23,0.876,0.25,,,-0.176,0.25,0.572,-0.158,-0.066,,0.6,,-0.25,-0.2,0.2,-0.124,0.2,-0.09,-0.334,0.428,0.222,-0.25,0.23,,0,0,-0.076,0.124,0,0.166
,-0.058,0.112,0,0.6,0,0,0.158,-0.176,,-0.428,0.572,0.466,,0.124,0.176,,,0.53,0.334,0.142,0.076,0.142,0.6,0.124,,0.066,0.572,-0.334,-0.2,0.384,0.2,0.142,0.066,,,-0.124,0.334,,,0.466,0.538,0.286,-0.25,0.124,0.474,-0.176,,-0.142,0.2,-0.076,0.142,,0.294,0.058,-0.2,0,-0.2,0,-0.112,0.286,-0.334,-0.334,0.066,0.142,0
0.5,0.538,0.286,0.25,0.538,0.142,0.2,,0.176,0.778,0.376,-0.412,0,0.5,0.334,0.25,-0.142,0.142,0.4,0,0.6,0.454,0,0.454,0.166,,,,0.09,0.272,0.376,0.778,-0.09,0.4,,0.286,,-0.334,0,-0.09,0.23,0.058,0.428,0.334,0.466,-0.23,0.428,,0.466,0.2,-0.142,0.23,-0.466,0.834,0.666,0.778,,,-0.142,,,0.142,0.076,-0.09,,-0.25
0.25,-0.23,-0.142,0.334,0.556,,0.714,-0.076,0.09,-0.334,,,0,0.334,0.076,0.334,-0.454,0.5,-0.076,0,0.066,,0.2,0.2,,,-0.076,0.2,-0.538,0.4,,-0.142,,,,0.428,0.294,-0.25,,,-0.076,,0.25,0.112,,,-0.334,0.2,0.142,0.09,,0,0.334,,0,,0.334,0.376,-0.556,0.076,0.2,-0.272,-0.384,-0.076,0,0.166
,0.176,0.2,0.692,0.538,-0.334,0.4,0.858,,0.23,0.176,0.25,0.124,0.076,0.334,,,0.066,0.428,0.334,0.5,,0.572,-0.076,-0.066,-0.166,0,0.834,,-0.334,,,0.412,,,,0.4,0.142,,,0.2,0.294,0.334,0.538,1,0,0.066,,0.142,0.538,0.076,,0.142,,,-0.166,0.25,-0.066,0.23,,0.428,0,-0.384,0,-0.166,-0.066
0.714,0.882,1,0.6,0.834,0.066,-0.2,-0.142,0.572,0.166,0.2,0.666,-0.076,0.5,0.692,0.692,0.09,0.334,0.112,0.25,0.5,0,-0.2,-0.09,0.286,0.384,0.066,-0.066,0.334,0.714,0.09,0.272,0.334,0.2,0,0.294,0.412,-0.076,0,0.556,0,-0.294,-0.1,0.538,0.5,0.764,0.6,0.428,0.166,0.428,0.272,0,0.334,-0.23,0.334,0.176,0.166,0.6,0.124,0.222,0.09,0,-0.076,-0.2,-0.124,0.166
0.2,,-0.384,0.538,,-0.066,,,,,,,,,,,,0.334,0.058,,-0.25,0.25,,,0.538,,,,,0,-0.25,-0.066,,,0.2,,0.222,,,,,,0.25,0.142,,,-0.23,-0.412,0.176,-0.428,0.052,0.058,-0.124,,0.334,-0.176,,0,,0.2,0.376,-0.166,,,0.2,
0.5,,0.2,,0.142,,,0.384,0.076,,,,,-0.2,0.428,0.376,,-0.5,,0.572,0.23,,0,,,,-0.454,,-0.09,,,-0.8,,,,,,0.294,0.09,,,,0.142,0.624,0,,,,,0.454,,,0.428,,,,,,,,,,0.538,0.23,,
0.23,0.066,,,0.818,,-0.142,,,,-0.112,,,-0.112,0.142,0.334,,0.112,,0.052,,,0.2,,,0.5,0,0.166,,,,,0.412,-0.176,,,0.23,,,,,,0.058,-0.444,,,,,,,0.294,,0.2,-0.158,0.112,0.286,0.124,,0.066,-0.428,0.384,,-0.412,-0.052,,
0.412,,,,,,,0.5,,1,0.334,0.176,0.538,0.334,-1,,,,0.334,-0.112,,0.272,,-0.142,-0.142,,,,,,-0.272,,0.466,,,,,,,-0.5,,0.714,-0.334,-0.176,,,,0.866,-0.334,0.112,,,0,0.334,,,,,0.166,,-0.272,0.428,,0.692,0.428,0.272
